姓名|角色名称|中文名|英文名|别名|粉丝名
刘蓓|[('2016-11-11', '牛爱香'), ('三笑之才子佳人', '二奶奶'), ('邓稼先', '许鹿希'), ('离婚女人', '韦庄'), ('良心作证', '白莹'), ('绝对情感', '安安'), ('飘在海上的雪', '张蔚欣'), ('一声叹息', '李晓丹'), ('没完没了', '护士'), ('甲方乙方', '周北雁'), ('喋血嘉陵江', '吴蓓'), ('梦断楼兰', '文兰'), ('西行囚车', '罗翎'), ('两宫皇太后', '慈禧妹'), ('待嫁老爸', '程春红'), ('好大一个家', '李婉华'), ('正午阳光(原《民生书记》)', '文雁'), ('老有所依', '雷颂华'), ('你是我的亲人', '毕梦平'), ('新编辑部的故事', '双双'), ('妈妈圈的流言蜚语', '向未来'), ('毕有财', '桂花'), ('身边的幸福', '潘娇娇'), ('王海涛今年四十一', '李莹'), ('草根王', '喜如, 鲁桂花'), ('下海', '周芸'), ('手机', '李燕'), ('不如跳舞', '于雅琴'), ('许茂和他的女儿们', '大姑娘'), ('李白', '宗氏'), ('单亲妈妈的苦涩浪漫', '张静芳'), ('家仇', '柳如烟'), ('爱情句号', '丁欣羊'), ('决不放弃', '吕梅'), ('嫁衣', '管静竹'), ('死去活来/一生有你', '安小米'), ('围屋里的桃花', '瞬华'), ('左伟和杜叶的婚姻生活', '杜叶'), ('红色记忆', '方玉兰'), ('女人不惑', '肖雨蔷'), ('上书房', '熹贵妃'), ('爸爸叫红旗', '英明'), ('决不饶恕', '庞娜'), ('为爱而生∕g弦上的咏叹调', '继母'), ('离婚女人', '韦庄'), ('国色天娇', '林菁'), ('中国故事', '和平'), ('军人机密', '楚风屏'), ('大宅门2', '白佳莉'), ('各就各位', '王艺冉'), ('不觉流水年长', '梅雁'), ('不可磨灭', '南薇'), ('立案侦查', '史春雪'), ('天堂鸟', '黎亚婕'), ('天空下的缘分', '陈珊'), ('彩票梦', '李慧'), ('非常情网', '宋迪'), ('神捕十三娘', '十三娘'), ('忠诚', '梁丽'), ('随爱而飞', '虞青虹'), ('红色康乃馨', '周若冰'), ('堆积情感', '安安'), ('好日子一起过', '李小明'), ('女人之家', '丁海伦'), ('扬州八怪', '皇后'), ('梦开始的地方', '罗东娜'), ('无雪的冬天', '马晓琳'), ('大人物李德林', '于小梅'), ('我家的故事', '张小梅'), ('起步停车', '林施施'), ('深圳之恋', '梅若云'), ('我爱我家', '任远'), ('过把瘾', '贾玲'), ('京都纪事', '张薇'), ('编辑部的故事', '双双'), ('借我一点爱', '安芯'), ('格萨尔王', '珠牡')]|刘蓓|无|无|无
刘诗诗|[('如果可以这样爱', '白考儿'), ('醉玲珑', '凤卿尘'), ('天使的幸福', '李晓涵'), ('黎明决战', '宋红菱'), ('那年青春我们正好', '刘婷'), ('女医·明妃传', '谈允贤'), ('风中奇缘', '莘月'), ('犀利仁师', '路云霏'), ('步步惊情', '张晓/蓝兰'), ('精忠岳飞', '高杨氏'), ('怪侠一枝梅', '燕三娘'), ('轩辕剑之天之痕', '挞拔玉儿'), ('步步惊心', '马尔泰·若曦/张晓'), ('天涯织女', '赵嘉仪'), ('白蛇后传', '尹双双'), ('倚天屠龙记', '黄衫女子'), ('仙剑奇侠传三', '龙葵'), ('射雕英雄传', '穆念慈'), ('聊斋奇女子', '辛十四娘'), ('少年杨家将', '罗氏女'), ('飞花如蝶', '棋儿'), ('月影风荷', '叶风荷'), ('心理罪之城市之光', '米楠'), ('深夜前的五分钟', '若蓝/如枚'), ('绣春刀', '周妙彤'), ('回到爱开始的地方', '纪雅清'), ('不二神探', '刘金水'), ('伤心童话', '杨佳'), ('下一个奇迹', '李佳怡'), ('陆小凤传奇之决战前后', '孙秀青'), ('陆小凤传奇之大金鹏王', '孙秀青')]|刘诗诗|无|诗诗、诗宝、ss、诗爷、吃货|无
刘鑫|[]|刘鑫|无|无|无
刘鉴|[('第四道封锁线', '王稼祥'), ('天使-生命处方', '魏国栋'), ('杨思禄冀东抗战', '杨思禄'), ('国徽', '梁思成'), ('刘老庄八十二壮士', '李云鹏'), ('雪落牤牛河', '赵文章'), ('惊沙', '彭定山'), ('云上学堂', '李玉林'), ('风雨玉海楼', '盛宣怀'), ('抗日冲锋队', '李朝阳'), ('无懈可击', '戴天明'), ('许世友出拳', '蔡处长'), ('彭德怀元帅', '陈赓'), ('别让我看见', '郑文辉'), ('异镇', '刘政委'), ('娘要嫁人', '老梁'), ('二号交通站', '尹琦'), ('战火四千金', '李杰克'), ('最熟悉的陌生人', '赛尚萧'), ('中国1921', '胡适'), ('红色摇篮', '李立三'), ('孔子春秋', '齐景公'), ('天地民心', '曾国藩'), ('解放', '粟裕'), ('东陵大盗', '溥仪'), ('井冈山', '袁文才'), ('皇上二大爷', '王林'), ('玉碎', '溥仪'), ('道可道', '张磊'), ('真情无限之姐妹', '莫为'), ('江塘集中营', '秦瑞'), ('中国式结婚', '小贾'), ('刑警使命', '范高'), ('幸福生活', '陈实'), ('主诉检察官', '田纪亮'), ('东北一家人', '三毛驴子'), ('让爱重来', '刘晓')]|刘鉴|无|无|无
刘锡明|[('新侠客行', '石清'), ('锦绣未央', '拓跋焘'), ('仙剑云之凡', '一贫'), ('秦时明月', '墨家巨子'), ('忍冬艳蔷薇', '谷风'), ('侠客行', '石清'), ('天龙八部', '段正淳'), ('萌学园之魔法号令', '校长'), ('泡沫之夏', '夏英柏'), ('厨缘', '梁昊天'), ('我的特务生涯', '林汉强'), ('青河绝恋', '梁永昌'), ('快活谷', '郑光明'), ('爱在世纪终结时', '邝子华'), ('风中百合', '汤子豪'), ('上海探戈#', '何非凡'), ('灵山侠侣', '张祥'), ('深闺梦里情', '张育仁'), ('异度凶情', '陈家博'), ('重案传真', '方正'), ('怒海孤鸿', '凌康'), ('大家族', '蒋文康'), ('天龙奇侠', '赵小邪'), ('天上凡间', '莫小福'), ('飞越官场', '韦文浩'), ('乌金血剑', '风亦飞'), ('义不容情', '倪俊杰'), ('冷瞳', '蒋国权'), ('八卦宗师', '陈树楷'), ('红军村', '范思和'), ('金阁山传奇', '孟三爷'), ('复杂地带', '方伟强'), ('2003黑豹', '李尚文'), ('大地之女', '郭俊铭'), ('惊梦蝴蝶岛', '尤亨利'), ('生死情缘', '原生'), ('飞越危情', '方伟'), ('小醉拳', '三德'), ('廉政第一击', '叶振环'), ('亲恩国仇', '志文'), ('叠影惊情', '傅家杰'), ('侠女传奇', '夏侯瑭'), ('21红色名单', '志文'), ('蛇女幽魂之食人狂蛇', '科学家晓明')]|刘锡明|canti lau|无|无
刘镇伟|[('大话西游之大圣娶亲', '强盗'), ('大话西游之月光宝盒', '菩提老祖'), ('combination platter', 'robert')]|刘镇伟|jeffrey lau|无|无
刘陆|[('他来了请闭眼', '林雨萱'), ('暴雨将至', '田母'), ('伪装者', '山本纯子'), ('长大', '谢小禾'), ('惊蛰', '吴香寒'), ('战长沙', '护士长'), ('抓的就是你', '穆秋晓'), ('温州一家人', '林玉琪'), ('少年', '梁素梅'), ('山河故人', '梁子妻'), ('一次告别', '玉梅'), ('陌生人', '方平'), ('一步之遥', '八姨太'), ('虐面人之死灵面膜', '私人侦探'), ('天注定', '三娃媳妇'), ('霾', '苏文'), ('像风一样行走', '洪娟娟'), ('浮游', '萍'), ('微博有鬼', '秋秋')]|刘陆|无|无|无
刘雅瑟|[('青丘狐传说', '狐仙'), ('云之凡', '方采薇'), ('你是我的姐妹', '安乐'), ('失孤', '小居'), ('匆匆那年', '七七'), ('摇滚英雄', '春晓'), ('等风来', '李美兰'), ('致我们终将逝去的青春', '朱小北'), ('与时尚同居', '客串'), ('戒烟不戒酒', '严蒙蒙'), ('午夜出租车', '客串'), ('十三棵泡桐', '何凤')]|刘雅瑟|cya liu|刘欣|无
刘雨欣|[('惊天岳雷', '秦娥'), ('忍冬艳蔷薇', '蔷薇'), ('抓住彩虹的男人', '陆曼'), ('多少爱可以重来', '王娇娇'), ('聊斋外传', '玉儿'), ('情战', '肖琦'), ('远得要命的爱情', '丁菲'), ('太平公主秘史', '武则天'), ('步步惊心', '郭络罗·明玉'), ('特战先锋', '蝴蝶'), ('大学生士兵', '江南'), ('毕业时刻', '白雪'), ('丑女无敌2', '紫薇'), ('色拉青春', '冷雪'), ('美人邦', '于中秋'), ('杠上开花', '春玲'), ('宝贝快跑', '小宝'), ('大明宫传奇', '明月郡主'), ('花木兰', '柔然公主'), ('用心跳', '晓虹')]|刘雨欣|angel liu|欣欣|无
刘青|[('异种', '应佳'), ('疑路邂逅', '柳芳菲'), ('天依然那么湛蓝', '安然'), ('旅行离婚', '何琪'), ('姐十八来郎十八', '秀秀'), ('致命替身', '应佳、冷冷、冰冰'), ('心灵的阳光', '天天'), ('俏妈萌爸的甜蜜时光', '嘉琪'), ('逗比男女', '刘青'), ('看守所风云', '刘艾琳'), ('活色生香', '魔王妃'), ('永不磨灭的番号', '赵燕')]|刘青|ava liu|帮主，龙姐，二哥，海燕|无
刘青云|[('惊天破', '车家伟'), ('消失的凶手', '松东路'), ('窃听风云3', '陆金强'), ('暴疯语', '范国生'), ('三城记', '道龙'), ('扫毒', '马昊天'), ('逃出生天', '大军'), ('消失的子弹', '松东路'), ('追凶', '王韦汉'), ('大魔术师', '雷大牛'), ('夺命金', '三脚豹'), ('窃听风云2', '罗敏生'), ('扑克王', '卓一'), ('窃听风云', '梁俊义'), ('再生号', '汤有亮'), ('神探', '陈桂彬'), ('我要成名', '潘家辉'), ('最爱女人购物狂', '李简仁'), ('喜马拉雅星', '惊青舅父'), ('身娇肉贵', '黄兴贵'), ('煎酿三宝', 'frankie yam'), ('绝世好宾', '陈志杰'), ('七年很痒', '潘致文'), ('鬼马狂想曲', '社长'), ('忘不了', '大辉'), ('恋上你的床', 'raymond'), ('黑白森林', '七喜'), ('绝世宝贝', '强尼'), ('我左眼见到鬼', '王劲威'), ('呖咕呖咕新年财', '青云'), ('暗战2', '何尚生'), ('绝世好bra', '强尼'), ('与查理斯午餐', '阿唐'), ('目露凶光', '马文信'), ('暗战', '何尚生'), ('再见阿郎', '张东郎'), ('o记三合会档案', '阿豪'), ('真心英雄', '秋哥'), ('非常突然', '李森'), ('夜半无人尸语时', '关心'), ('暗花', '耀东'), ('对不起,多谢你', '李立昌'), ('高度戒备', '包伟雄'), ('一个字头的诞生', '黄阿狗'), ('最后判决', '李神父'), ('十万火急', '老总'), ('色情男女', '尔冬升'), ('黑侠', '石头'), ('摄氏32度', '阿郎'), ('摩登菩呢提', '林泽池'), ('冲锋队怒火街头', '朱华标'), ('大三元', '刘青发'), ('海根', '水根'), ('山水有相逢', '秦淮'), ('呆佬拜寿', '招福'), ('追女仔95之绮梦', '孔志龙'), ('无味神探', '刘镇海'), ('新房客', 'joe'), ('终生大事', '邓技安'), ('欢乐时光', '庄珍'), ('整蛊王', '王高兴'), ('不一样的妈妈', '张sir'), ('流氓医生', '阿超'), ('富贵人间', '疯子云'), ('八月郁金香', '邓世文'), ('三个相爱的少年', '程如海'), ('运财童子', '大唛'), ('昨夜长风', '谢适文'), ('拆弹专家', 'peter'), ('醉生梦死之湾仔之虎', '大d'), ('新英雄本色', '虾仔'), ('神探磨辘', '陈志摩'), ('股疯', '阿伦'), ('正月十五之一生一世', '孔明'), ('龙虎新风云', '刘志勇'), ('喂,搵边位?', '马sir'), ('山鸡变凤凰', '莫扎实'), ('播种情人', '阿炭'), ('大富之家', '孝忠'), ('新不了情', '阿杰'), ('现代豪侠传', '阿德'), ('七月十四', '孔明德'), ('人生得意衰尽欢', '狄尼路'), ('恐怖拳王', '黄毛'), ('香港也疯狂', 'john'), ('女校风云之邪教入侵', '周文杰'), ('危险情人', '刘sir'), ('水浒传之英雄本色', '仇五'), ('律政皇庭', '钟小云'), ('越青', '范文定'), ('我要富贵', '大厦'), ('铁胆雄风', '族长'), ('警察故事续集', 'cid'), ('听不到的说话', '麦基'), ('世纪之战', '方新侠'), ('大时代', '方展博'), ('一代皇后大玉儿', '皇太极'), ('与郎共舞', '程彦南'), ('人在边缘', '刘志光'), ('燃烧岁月', '常满'), ('孖仔孖心肝', '名成(大孖)'), ('婆妈女婿', '李至威'), ('上海大风暴', '董一峰'), ('铁血大旗门', '云铮'), ('太平天国', '萧朝贵'), ('当代男儿', '陈国浩'), ('薛刚反唐', '薛刚'), ('大明群英', '陈友谅'), ('成吉思汗', '赤老温'), ('大运河', '李世民'), ('天龙神剑', '青龙'), ('赤脚绅士', '丁泉'), ('倚天屠龙记', '钱二败'), ('新扎师兄续集', '倪峰 (fit佬)'), ('雪山飞狐', '飞天狐狸之子'), ('皇上保重', '赵南星'), ('大香港', '陈祖'), ('武林世家', '陈二牛'), ('新扎师兄', '倪峰 (fit佬)'), ('秋瑾', '杨鹤龄'), ('五虎将', '记者'), ('鹿鼎记', '大内侍卫'), ('画出彩虹', '罗家勤'), ('天师执位', '伍润泉'), ('决战玄武门', '路人'), ('武林圣火令', '白骨教众'), ('神雕侠侣', '村民'), ('北斗双雄', '江浩文朋友, 话剧观众, 珠宝店职员')]|刘青云|sean andy|黑马王子|无
刘静怡|[('阎罗特攻队', '眼镜蛇'), ('夜郎传说之面具判官', '林希'), ('阿飞之喋血街头', '雀儿'), ('古墓奇谭', '子诀'), ('天师伏魔之重生', '沈薇'), ('津门侠盗团2', '小燕'), ('德扑女王3：决战凤凰汇', 'lisa王'), ('德扑女王2：双面鬼王', 'lisa王'), ('津门侠盗团', '小燕'), ('德扑女王', 'lisa王'), ('天师伏魔2：弑魂', '沈薇'), ('特工管家', '林冰冰'), ('海岛迷杀', '——'), ('再见美人鱼', '丽莎'), ('无码青春期', '校花'), ('原罪少女', '小梅'), ('我的前任是僵尸', '尤妤'), ('亲，别怕鬼宅凶灵', '小白女友'), ('超能机器女友', '小碧'), ('来自星星的教练', '王若伊'), ('逆袭的千金', '欧阳夏丹'), ('半夜不要照镜子', '东方婷'), ('如果爱', '——'), ('隐婚男女', '公司员工'), ('女总裁的贴身高手', '赵雯雯'), ('大侠黄飞鸿', '女助手'), ('女仆咖啡厅', '林沁'), ('炫斗密令', '凯瑟琳')]|刘静怡|rachel|性感小野猫、sexycat|无
刘韦伯|[('夺金战', '花猫'), ('女管家', '何家宝'), ('少帅', '徐承业'), ('四十九日·祭', '美使馆司机'), ('九年', '客串'), ('鹰巢之预备警官', '黄琳'), ('幸福攻略', '史忠'), ('暴走神探', '伙计'), ('东北偏北', '半拉瓜'), ('再爱一次好不好', '井老二'), ('分手达人', '阿谢'), ('醉后一夜', '客串'), ('味道男女', '漫画')]|刘韦伯|无|刘韦|无
刘韬|[]|刘韬|无|无|无
刘骐|[('仙剑客栈', '拜月教主'), ('重返现场', '男一号陈明'), ('进错门的女人', '男一号刘念'), ('山海经之赤影传说', '枭阳'), ('一门三司令', '反一号桥本次郎'), ('大剧院', '男二号杨明'), ('危情二十四小时', '杀手'), ('包公出巡', '包武')]|刘骐|ethan|无|无
刘黛希|[('巴啦啦小魔仙之音符之谜', '凌美雪'), ('巴啦啦小魔仙之魔箭公主', '凌美雪'), ('全城通缉', '小女孩'), ('巴啦啦小魔仙之魔法的考验', '凌美雪')]|刘黛希|daisy|希公主，希希，黛希|无
刘黛希|[('巴啦啦小魔仙之音符之谜', '凌美雪'), ('巴啦啦小魔仙之魔箭公主', '凌美雪'), ('全城通缉', '小女孩'), ('巴啦啦小魔仙之魔法的考验', '凌美雪')]|刘黛希|daisy|希公主，希希，黛希|无
利亚姆·海姆斯沃斯|[('独立日：卷土重来', 'jake morrison'), ('海伦娜之路', 'david kingston'), ('裁缝', 'teddy mcswiney'), ('饥饿游戏3：嘲笑鸟（下）', 'gale hawthorne'), ('饥饿游戏3：嘲笑鸟（上）', 'gale hawthorne'), ('陡岸凶杀案', 'dwayne mclaren'), ('帝国', 'chris potamitis'), ('爱与荣耀', 'mickey wright'), ('饥饿游戏2：星火燎原', 'gale hawthorne'), ('偏执', 'adam cassidy'), ('敢死队2', 'billy the kid'), ('饥饿游戏', 'gale hawthorne'), ('最后一支歌', 'will blakelee'), ('神秘代码', 'spencer'), ('恐怖游轮', 'victor'), ('工作狂', 'cushing ward'), ('满足', 'marc'), ('大象公主', 'marcus'), ('牧场姐妹', 'damo'), ('左邻右舍', 'josh taylor')]|利亚姆·海姆斯沃斯|liam hemsworth|连姆·海姆斯沃斯|无
加内特·赫德兰|[('泥土之界', 'jamie mcallan'), ('比利·林恩的中场战事', 'dime'), ('小飞侠：幻梦启航', 'hook'), ('莫哈维沙漠', 'tom'), ('坚不可摧', 'fitzgerald'), ('甜美摇篮曲', 'jonathan'), ('醉乡民谣', 'johnny five'), ('在路上', 'dean moriarty'), ('创：战纪', 'sam flynn'), ('乡谣情缘', 'beau hutton'), ('乔治亚法则', 'harlan'), ('死刑', 'billy darley'), ('龙骑士', 'murtagh'), ('四兄弟', 'jack mercer'), ('特洛伊', 'patroclus'), ('周末午夜光明', 'don billingsley')]|加内特·赫德兰|garrett hedlund|garrett john hedlund|无
加布|[]|加布|无|无|无
无|[]|加布里埃娜·怀特|gabriella wright|无|无
加里·奥德曼|[('2017', '丘吉尔'), ('超脑48小时', 'quaker wells'), ('世界之外', 'nathaniel shepherd'), ('44号孩子', 'general mikhail nesterov'), ('男人倒下', 'captain peyton'), ('机械战警', 'dr. dennett norton'), ('猩球崛起：黎明之战', 'dreyfus'), ('偏执', 'nicolas wyatt'), ('枪、女孩和赌博', 'elvis'), ('无法无天', 'floyd banner'), ('蝙蝠侠：黑暗骑士崛起', 'jim gordon'), ('哈利·波特与死亡圣器（下）', 'sirius black'), ('小红帽', 'solomon'), ('功夫熊猫2', 'shen(voice)'), ('锅匠，裁缝，士兵，间谍', 'george smiley'), ('艾利之书', 'carnegie'), ('圣诞颂歌', 'bob cratchit'), ('51号星球', 'general grawl (voice)'), ('雨之牙', 'william holtzer'), ('婴灵恶泣', 'rabbi sendak'), ('蝙蝠侠：黑暗骑士', 'jim gordon'), ('哈利·波特与凤凰社', 'sirius black'), ('蛮荒林区', 'paul'), ('哈利·波特与火焰杯', 'sirius black'), ('死鱼', 'lynch'), ('蝙蝠侠：侠影之谜', 'jim gordon'), ('哈利·波特与阿兹卡班的囚徒', 'sirius black'), ('罪过', 'charlie strom'), ('脚尖', 'rolfe'), ('神采公路', 'o.w. grant'), ('汉尼拔', 'mason verger'), ('无名婴儿', 'buford dill'), ('暗朝汹涌', 'shelly runyon'), ('耶稣', 'pontius pilate'), ('迷失太空', 'dr. zachary smith'), ('寻找卡米洛城', 'ruber (voice)'), ('第五元素', 'jean-baptiste emanuel zorg'), ('空军一号', 'ivan korshunov'), ('轻狂岁月', 'albert milo'), ('红字', 'rev. arthur dimmesdale'), ('一级谋杀', 'milton glenn'), ('这个杀手不太冷', 'stansfield'), ('永恒的爱人', 'ludwig van beethoven'), ('真实罗曼史', 'drexl spivey'), ('染血罗密欧', 'jack grimaldi'), ('惊情四百年', 'dracula'), ('刺杀肯尼迪', 'lee harvey oswald'), ('魔鬼警长地狱镇', 'jackie flannery'), ('罗森·格兰兹与吉尔·登斯顿之死', 'rosencrantz'), ('情迷六月花', 'pop'), ('杏林血泪', 'emmett foley'), ('we think the world of you', 'johnny'), ('刀锋冷', 'ben chase'), ('第29轨', 'martin'), ('竖起你的耳朵', 'joe orton'), ('席德与南茜', 'sid vicious'), ('与此同时', 'coxy'), ('怀念', 'daniel')]|加里·奥德曼|gary oldman|gary leonard oldman|无
包小柏|[('匹夫', '陈郎中'), ('西藏往事', '孙长官'), ('我的美女老板', '高级主管 史蒂文'), ('五台山抗日传奇之女兵排', '贺北营'), ('隋唐英雄', '杨勇'), ('抬头见喜', '林老板'), ('流漂仔', '黑帮老大丁哥'), ('这里发现爱', '马永杰'), ('极道学园', '伊古达'), ('错爱', '谭晓峰'), ('爱', '客串评委')]|包小柏|tino|小柏|无
包贝尔|[('西游降魔篇2', '待定'), ('夏有乔木雅望天堂', '张靖宇'), ('陆垚知马俐', '陆垚'), ('年少轻狂', '邓小余'), ('我的青春期', '赵闪闪'), ('港囧', '蔡拉拉'), ('煎饼侠', '包贝尔'), ('钟馗伏魔', '杜平'), ('四大名捕2', '大狼'), ('一路顺疯', '章心'), ('宫锁沉香', '春寿'), ('临终囧事', '牛小波'), ('致我们终将逝去的青春', '张开'), ('四大名捕', '大狼'), ('亲家过年', '警察'), ('极速先锋', '财星'), ('幸福速递', '小丑快递员'), ('画壁', '后夏'), ('建党伟业', '匡互生'), ('决战刹马镇', '绿毛裤'), ('一个人的皮影戏', '根子'), ('复活的三叶虫', '齐小满'), ('烟花恋人', '何俊'), ('愤怒的钢琴', '王小根'), ('特勤精英', '韩宇炫'), ('欢喜猎人', '况天包'), ('欢喜密探', '牛大宝'), ('宫锁连城', '李公公'), ('大根的梦想生活', '李大根'), ('大汉情缘之云中歌', '刘贺'), ('独有英雄', '棉花兔'), ('像火花像蝴蝶', '余经理'), ('南少林荡倭英豪', '林一楠'), ('新笑傲江湖', '秃笔翁'), ('宫锁珠帘', '苏培盛'), ('北京爱情故事', '警察'), ('橄榄树', '冯国强'), ('我和老妈一起嫁', '董德'), ('夺粮剿匪记', '小土豆'), ('桂花打工记', '包铁子'), ('战友故事', '马驰'), ('云袖', '陈纪翔'), ('妙想天开', '客串'), ('延安锄奸', '李满屯'), ('浴血坚持', '武邵华'), ('东方朔', '霍去病'), ('特殊使命', '武平'), ('家有儿女3', '赵宁'), ('别动我的抽屉', '李涛')]|包贝尔|无|无|无
